Country,Population,GDP,Life_expectancy,Region,Year,Year_num
Venezuela,19861959,288121690355,72.5,South/Latin America,01/01/1990 0:00:00,1990
Vietnam,68209604,95525029375,69.3,Asia & Pacific,01/01/1990 0:00:00,1990
Zambia,8143142,20197296214,51.9,Africa,01/01/1990 0:00:00,1990
Zimbabwe,10484771,22056551012,63,Africa,01/01/1990 0:00:00,1990
South Sudan,5762190,8530504973,50.9,Africa,01/01/1990 0:00:00,1990
Afghanistan,12789374,13339059329,49.3,Asia & Pacific,01/01/1991 0:00:00,1991
Albania,3275438,11800979436,73.4,Europe,01/01/1991 0:00:00,1991
Algeria,26554277,260347084063,70.5,Arab States,01/01/1991 0:00:00,1991
American Samoa,48379,319664434,70.2,Asia & Pacific,01/01/1991 0:00:00,1991
Andorra,56674,1544899372,81.8,Europe,01/01/1991 0:00:00,1991
Angola,11472173,41423033183,49.3,Africa,01/01/1991 0:00:00,1991
Antigua and Barbuda,62412,1057308496,73.6,South/Latin America,01/01/1991 0:00:00,1991
Argentina,33193920,308852100057,72.7,South/Latin America,01/01/1991 0:00:00,1991
Armenia,3511912,12228229731,69.7,CIS,01/01/1991 0:00:00,1991
Aruba,64623,2476407849,73.5,South/Latin America,01/01/1991 0:00:00,1991
Australia,17325818,467783652965,77.4,Asia & Pacific,01/01/1991 0:00:00,1991
Austria,7755143,241677378999,75.8,Europe,01/01/1991 0:00:00,1991
Azerbaijan,7332519,56715592877,65.3,CIS,01/01/1991 0:00:00,1991
Bahamas,261117,5757590367,68.9,South/Latin America,01/01/1991 0:00:00,1991
Bahrain,509654,15333089059,72,Arab States,01/01/1991 0:00:00,1991
Bangladesh,108509679,115096586503,56.4,Asia & Pacific,01/01/1991 0:00:00,1991
Barbados,261281,3269717685,73.2,South/Latin America,01/01/1991 0:00:00,1991
Belarus,10241137,86265204318,70.1,CIS,01/01/1991 0:00:00,1991
Belgium,10011217,305285475652,76.2,Europe,01/01/1991 0:00:00,1991
Belize,191127,1169237125,71.2,South/Latin America,01/01/1991 0:00:00,1991
Benin,5182525,6617486321,56.3,Africa,01/01/1991 0:00:00,1991
Bermuda,61311,2301711068,71.2,North America,01/01/1991 0:00:00,1991
Bhutan,534678,1240623853,61.9,Asia & Pacific,01/01/1991 0:00:00,1991
Bolivia,6992521,26268998794,62.2,South/Latin America,01/01/1991 0:00:00,1991
Bosnia and Herzegovina,4437898,16833657909,72.7,Europe,01/01/1991 0:00:00,1991
Botswana,1420098,11582228202,62,Africa,01/01/1991 0:00:00,1991
Brazil,152916852,1487378649835,68.1,South/Latin America,01/01/1991 0:00:00,1991
Bulgaria,8745408,79445974264,71.3,Europe,01/01/1991 0:00:00,1991
Burkina Faso,9050090,9986171533,51.4,Africa,01/01/1991 0:00:00,1991
Burundi,5759429,5678228938,45.4,Africa,01/01/1991 0:00:00,1991
Cambodia,9323607,10595786196,57.9,Asia & Pacific,01/01/1991 0:00:00,1991
Cameroon,12430311,29113022483,58.2,Africa,01/01/1991 0:00:00,1991
Canada,28014102,839667084177,77.6,North America,01/01/1991 0:00:00,1991
Cape Verde,349326,912838649,68.6,Africa,01/01/1991 0:00:00,1991
Chad,6151213,7256683643,54.3,Africa,01/01/1991 0:00:00,1991
Chile,13354054,126417538693,74.1,South/Latin America,01/01/1991 0:00:00,1991
China,1172327831,3088577781601,67,Asia & Pacific,01/01/1991 0:00:00,1991
Colombia,34916770,261836719358,71.1,South/Latin America,01/01/1991 0:00:00,1991
Comoros,427556,796332533,57.4,Arab States,01/01/1991 0:00:00,1991
Costa Rica,3175654,22438853664,76.5,South/Latin America,01/01/1991 0:00:00,1991
Croatia,4760003,65211115171,71.9,Europe,01/01/1991 0:00:00,1991
Cuba,10664577,132360364409,74.8,South/Latin America,01/01/1991 0:00:00,1991
Cyprus,783138,17612872102,76.4,Europe,01/01/1991 0:00:00,1991
Denmark,5154309,166469920504,75.4,Europe,01/01/1991 0:00:00,1991
Djibouti,610679,1554361719,60.7,Arab States,01/01/1991 0:00:00,1991
Dominica,70849,469788903,72.6,South/Latin America,01/01/1991 0:00:00,1991
Ecuador,10460988,92542939060,71.4,South/Latin America,01/01/1991 0:00:00,1991
Egypt,57689828,382944241571,65.4,Arab States,01/01/1991 0:00:00,1991
El Salvador,5321576,29084405141,68.1,South/Latin America,01/01/1991 0:00:00,1991
Equatorial Guinea,390381,417959277,48.7,Africa,01/01/1991 0:00:00,1991
Eritrea,3160644,3224389028,53.4,Africa,01/01/1991 0:00:00,1991
Estonia,1548287,18540325694,69.6,Europe,01/01/1991 0:00:00,1991
Ethiopia,49784987,28725978065,46.9,Africa,01/01/1991 0:00:00,1991
Fiji,735469,4430171421,65.1,Asia & Pacific,01/01/1991 0:00:00,1991
Finland,5009381,131394977879,75.4,Europe,01/01/1991 0:00:00,1991
France,57226524,1707761886258,77.3,Europe,01/01/1991 0:00:00,1991
French Guiana,120685,892756908,72.3,South/Latin America,01/01/1991 0:00:00,1991
French Polynesia,202020,4845850173,69,Asia & Pacific,01/01/1991 0:00:00,1991
Gabon,978252,10931691680,59.8,Africa,01/01/1991 0:00:00,1991
Gambia,949490,1377779758,61.5,Africa,01/01/1991 0:00:00,1991
Georgia,5418449,31391955360,69.9,CIS,01/01/1991 0:00:00,1991
Germany,79483739,2516033223731,75.6,Europe,01/01/1991 0:00:00,1991
Ghana,15042736,29609504375,58.4,Africa,01/01/1991 0:00:00,1991
Greece,10217782,206167876118,77.1,Europe,01/01/1991 0:00:00,1991
Greenland,55786,1565057821,65.1,Europe,01/01/1991 0:00:00,1991
Grenada,96455,795851653,70.2,South/Latin America,01/01/1991 0:00:00,1991
Guadeloupe,394359,1455519801,74.1,South/Latin America,01/01/1991 0:00:00,1991
Guatemala,9385000,52628730065,64,South/Latin America,01/01/1991 0:00:00,1991
Guinea,6367110,6115156609,52.3,Africa,01/01/1991 0:00:00,1991
Guinea-Bissau,1080191,1638561557,51.7,Africa,01/01/1991 0:00:00,1991
Guyana,717502,2108631514,64.3,South/Latin America,01/01/1991 0:00:00,1991
Haiti,7243391,16237586101,54.4,South/Latin America,01/01/1991 0:00:00,1991
Honduras,5041050,18336305213,70.3,South/Latin America,01/01/1991 0:00:00,1991
Hungary,10370223,145565104796,69.2,Europe,01/01/1991 0:00:00,1991
Iceland,257387,7634774194,78.4,Europe,01/01/1991 0:00:00,1991
India,888513869,1579328462926,58.5,Asia & Pacific,01/01/1991 0:00:00,1991
Indonesia,184614740,823669754228,64.5,Asia & Pacific,01/01/1991 0:00:00,1991
Iraq,17952909,73749420263,63.9,Arab States,01/01/1991 0:00:00,1991
Ireland,3570140,73054945876,76.7,Europe,01/01/1991 0:00:00,1991
Israel,4641600,90696620401,76.5,Europe,01/01/1991 0:00:00,1991
Italy,57029614,1579561457548,77,Europe,01/01/1991 0:00:00,1991
Jamaica,2403082,21116481049,74.9,South/Latin America,01/01/1991 0:00:00,1991
Japan,122702527,3662381497770,79.1,Asia & Pacific,01/01/1991 0:00:00,1991
Jordan,3538663,24341265789,71.9,Arab States,01/01/1991 0:00:00,1991
Kazakhstan,16514269,184704049677,67.6,CIS,01/01/1991 0:00:00,1991
Kenya,24234087,46272642242,61.1,Africa,01/01/1991 0:00:00,1991
Kiribati,73698,99897202,58.2,Asia & Pacific,01/01/1991 0:00:00,1991
Kuwait,2007110,119209192559,64.4,Arab States,01/01/1991 0:00:00,1991
Latvia,2645056,32602405005,69.1,Europe,01/01/1991 0:00:00,1991
Lebanon,2752473,15417297661,71.9,Arab States,01/01/1991 0:00:00,1991
Lesotho,1627900,2327362591,60.6,Africa,01/01/1991 0:00:00,1991
Liberia,2066060,1544938301,51.5,Africa,01/01/1991 0:00:00,1991
Libya,4499210,115945926897,73.7,Arab States,01/01/1991 0:00:00,1991
Lithuania,3699352,57962683923,70.5,Europe,01/01/1991 0:00:00,1991
Luxembourg,386355,22423114029,75.5,Europe,01/01/1991 0:00:00,1991
Madagascar,11898267,17117747809,56.2,Africa,01/01/1991 0:00:00,1991
Malawi,9604199,5736331380,48.6,Africa,01/01/1991 0:00:00,1991
Malaysia,18709835,197137826184,72,Asia & Pacific,01/01/1991 0:00:00,1991
Maldives,229686,925575790,66.7,Asia & Pacific,01/01/1991 0:00:00,1991
Mali,8672581,9173383895,50.5,Africa,01/01/1991 0:00:00,1991
Malta,359113,6706036087,77.3,Europe,01/01/1991 0:00:00,1991
Marshall Islands,48481,138281176,64.8,Asia & Pacific,01/01/1991 0:00:00,1991
Martinique,360903,4065969623,75.2,South/Latin America,01/01/1991 0:00:00,1991
Mauritania,2080782,4366491003,60.2,Arab States,01/01/1991 0:00:00,1991
Mauritius,1068435,7756761127,69.6,Africa,01/01/1991 0:00:00,1991
Mexico,87347208,1078418012063,71.9,South/Latin America,01/01/1991 0:00:00,1991
Mongolia,2217920,8636272706,62.3,Asia & Pacific,01/01/1991 0:00:00,1991
Montenegro,615743,7985094538,74.4,Europe,01/01/1991 0:00:00,1991
Morocco,25410178,119773796698,68.1,Arab States,01/01/1991 0:00:00,1991
Mozambique,13719853,5830801708,51.7,Africa,01/01/1991 0:00:00,1991
Myanmar,42588029,69388055673,57.8,Asia & Pacific,01/01/1991 0:00:00,1991
Namibia,1466152,8638989944,61.9,Africa,01/01/1991 0:00:00,1991
Nepal,19237322,28925753748,59.1,Asia & Pacific,01/01/1991 0:00:00,1991
Netherlands,15019184,447290317603,77.2,Europe,01/01/1991 0:00:00,1991
Netherlands Antilles,191276,3652209264,74.5,South/Latin America,01/01/1991 0:00:00,1991
New Caledonia,172274,6434486934,71,Asia & Pacific,01/01/1991 0:00:00,1991
New Zealand,3445596,80731247738,75.9,Asia & Pacific,01/01/1991 0:00:00,1991
Nicaragua,4236805,12931298111,73.7,South/Latin America,01/01/1991 0:00:00,1991
Niger,8168834,6496476625,47.9,Africa,01/01/1991 0:00:00,1991
Nigeria,98085436,279484231827,54.3,Africa,01/01/1991 0:00:00,1991
Northern Mariana Islands,46719,308602124,72.8,Asia & Pacific,01/01/1991 0:00:00,1991
Norway,4262367,182293454222,77,Europe,01/01/1991 0:00:00,1991
Oman,1892345,62398082178,72.5,Arab States,01/01/1991 0:00:00,1991
Pakistan,110634399,348271732598,62.2,Asia & Pacific,01/01/1991 0:00:00,1991
Panama,2522901,18798263703,75,South/Latin America,01/01/1991 0:00:00,1991
Papua New Guinea,4261933,7247157770,56,Asia & Pacific,01/01/1991 0:00:00,1991
Paraguay,4323402,29782602920,74.2,South/Latin America,01/01/1991 0:00:00,1991
Peru,22283130,126325896494,69.2,South/Latin America,01/01/1991 0:00:00,1991
Philippines,63509940,238826794264,67.9,Asia & Pacific,01/01/1991 0:00:00,1991
Poland,38297549,355845997492,70.7,Europe,01/01/1991 0:00:00,1991
Portugal,9909574,204486274339,74.2,Europe,01/01/1991 0:00:00,1991
Puerto Rico,3551582,92087898199,73.8,South/Latin America,01/01/1991 0:00:00,1991
Qatar,485114,28497685586,74.4,Arab States,01/01/1991 0:00:00,1991
Reunion,622414,3884912587,73.1,Asia & Pacific,01/01/1991 0:00:00,1991
Romania,23454143,260395111383,70.5,Europe,01/01/1991 0:00:00,1991
Rwanda,7071393,5512010257,49.3,Africa,01/01/1991 0:00:00,1991
Samoa,164073,530045183,69.1,Asia & Pacific,01/01/1991 0:00:00,1991
Sao Tome and Principe,115900,235157206,63.5,Africa,01/01/1991 0:00:00,1991
Saudi Arabia,16890555,820206443768,74.3,Arab States,01/01/1991 0:00:00,1991
Senegal,7749559,12776040882,58,Africa,01/01/1991 0:00:00,1991
Serbia,9603621,155383402675,71.4,Europe,01/01/1991 0:00:00,1991
Seychelles,71496,1054975617,69.1,Africa,01/01/1991 0:00:00,1991
Sierra Leone,3945899,7087991337,51.4,Africa,01/01/1991 0:00:00,1991
Singapore,3100091,108379827371,75.6,Asia & Pacific,01/01/1991 0:00:00,1991
Slovenia,2007918,33415557131,73.6,Europe,01/01/1991 0:00:00,1991
Solomon Islands,320764,603077308,60,Asia & Pacific,01/01/1991 0:00:00,1991
Somalia,6319531,6061959652,47.4,Arab States,01/01/1991 0:00:00,1991
South Africa,37692367,319473435537,62.5,Africa,01/01/1991 0:00:00,1991
Spain,39287043,850634136687,77,Europe,01/01/1991 0:00:00,1991
Sri Lanka,17540762,60604425316,71.3,Asia & Pacific,01/01/1991 0:00:00,1991
Sudan,20861117,33717436864,59.2,Arab States,01/01/1991 0:00:00,1991
Suriname,416068,4166674199,69.9,South/Latin America,01/01/1991 0:00:00,1991
Swaziland,887248,3855557162,60.7,Africa,01/01/1991 0:00:00,1991
Sweden,8616535,243825547769,77.7,Europe,01/01/1991 0:00:00,1991
Switzerland,6739995,296691506188,77.6,Europe,01/01/1991 0:00:00,1991
Taiwan,20485667,450733045160,74.2,Asia & Pacific,01/01/1991 0:00:00,1991
Tajikistan,5417554,19440376455,65.3,CIS,01/01/1991 0:00:00,1991
Thailand,57225972,400694433056,71,Asia & Pacific,01/01/1991 0:00:00,1991
Timor-Leste,764884,884390835,59.2,Asia & Pacific,01/01/1991 0:00:00,1991
Togo,3886858,5493311203,57.8,Africa,01/01/1991 0:00:00,1991
Tonga,95304,406850946,69.3,Asia & Pacific,01/01/1991 0:00:00,1991
Trinidad and Tobago,1229906,15148966053,69.3,South/Latin America,01/01/1991 0:00:00,1991
Tunisia,8417689,47765080725,72,Arab States,01/01/1991 0:00:00,1991
Turkey,54909508,620033356240,68.5,Europe,01/01/1991 0:00:00,1991
Turkmenistan,3772350,28184929246,63.5,CIS,01/01/1991 0:00:00,1991
Uganda,17973428,12527901171,50,Africa,01/01/1991 0:00:00,1991
Ukraine,51360720,498755062796,69.4,CIS,01/01/1991 0:00:00,1991
United Arab Emirates,1913190,104722338588,70.8,Arab States,01/01/1991 0:00:00,1991
United Kingdom,57264600,1391836281235,76,Europe,01/01/1991 0:00:00,1991
United States,255367160,9444914086623,75.5,North America,01/01/1991 0:00:00,1991
Uruguay,3132048,32517290550,72.6,South/Latin America,01/01/1991 0:00:00,1991
Uzbekistan,20970307,61407462188,67.6,CIS,01/01/1991 0:00:00,1991
Vanuatu,150779,397464924,62,Asia & Pacific,01/01/1991 0:00:00,1991
Venezuela,20332247,311605281037,72.4,South/Latin America,01/01/1991 0:00:00,1991
Vietnam,69670620,101193474954,69.6,Asia & Pacific,01/01/1991 0:00:00,1991
Zambia,8361381,19802316333,50.7,Africa,01/01/1991 0:00:00,1991
Zimbabwe,10763036,23293043342,62.7,Africa,01/01/1991 0:00:00,1991
South Sudan,5698998,9077975740,51,Africa,01/01/1991 0:00:00,1991
Afghanistan,13745630,13501861284,49.4,Asia & Pacific,01/01/1992 0:00:00,1992
Albania,3240613,10763650122,73.6,Europe,01/01/1992 0:00:00,1992
Algeria,27180921,264639832817,70.9,Arab States,01/01/1992 0:00:00,1992
American Samoa,49597,333294289,70.2,Asia & Pacific,01/01/1992 0:00:00,1992
Andorra,58904,1562078436,81.9,Europe,01/01/1992 0:00:00,1992
Angola,11848971,39004640218,49.6,Africa,01/01/1992 0:00:00,1992
Antigua and Barbuda,63434,1068173867,73.5,South/Latin America,01/01/1992 0:00:00,1992
Argentina,33655149,339756402918,72.8,South/Latin America,01/01/1992 0:00:00,1992
Armenia,3449497,7113366042,68.8,CIS,01/01/1992 0:00:00,1992
Aruba,68235,2611090425,73.5,South/Latin America,01/01/1992 0:00:00,1992
Australia,17538387,484402479420,77.6,Asia & Pacific,01/01/1992 0:00:00,1992
Austria,7813393,246224338197,76,Europe,01/01/1992 0:00:00,1992
Azerbaijan,7450920,43973455868,63.7,CIS,01/01/1992 0:00:00,1992
Bahamas,266133,5533525974,69.2,South/Latin America,01/01/1992 0:00:00,1992
Bahrain,522748,16497026696,72.1,Arab States,01/01/1992 0:00:00,1992
Bangladesh,110987459,121729075177,59.7,Asia & Pacific,01/01/1992 0:00:00,1992
Barbados,262184,3025368083,73.2,South/Latin America,01/01/1992 0:00:00,1992
Belarus,10234863,77621910683,69.6,CIS,01/01/1992 0:00:00,1992
Belgium,10050405,309559955640,76.3,Europe,01/01/1992 0:00:00,1992
Belize,194321,1314340967,71.1,South/Latin America,01/01/1992 0:00:00,1992
Benin,5378226,6906615418,56.6,Africa,01/01/1992 0:00:00,1992
Bermuda,61680,2206441593,71.1,North America,01/01/1992 0:00:00,1992
Bhutan,528085,1286914862,62.4,Asia & Pacific,01/01/1992 0:00:00,1992
Bolivia,7131699,26702005783,62.7,South/Latin America,01/01/1992 0:00:00,1992
Bosnia and Herzegovina,4301169,11999837385,68,Europe,01/01/1992 0:00:00,1992
Botswana,1460453,11903025677,61.2,Africa,01/01/1992 0:00:00,1992
Brazil,155379009,1479770213875,68.3,South/Latin America,01/01/1992 0:00:00,1992
Bulgaria,8653527,73831877250,71.2,Europe,01/01/1992 0:00:00,1992
Burkina Faso,9297116,10192962883,51.3,Africa,01/01/1992 0:00:00,1992
Burundi,5895131,5655755998,45.3,Africa,01/01/1992 0:00:00,1992
Cambodia,9659238,11379610345,58.2,Asia & Pacific,01/01/1992 0:00:00,1992
Cameroon,12796739,28202299468,57.9,Africa,01/01/1992 0:00:00,1992
Canada,28353843,844908033724,77.7,North America,01/01/1992 0:00:00,1992
Cape Verde,358473,923545043,68.6,Africa,01/01/1992 0:00:00,1992
Chad,6350174,7423994352,53.9,Africa,01/01/1992 0:00:00,1992
Chile,13566942,142221152820,75,South/Latin America,01/01/1992 0:00:00,1992
China,1188450231,3358887259011,67.2,Asia & Pacific,01/01/1992 0:00:00,1992
Colombia,35558683,273014240885,71.1,South/Latin America,01/01/1992 0:00:00,1992
Comoros,440252,823952842,57.8,Arab States,01/01/1992 0:00:00,1992
Costa Rica,3257463,24063281607,76.6,South/Latin America,01/01/1992 0:00:00,1992
Croatia,4732864,57567010066,72.3,Europe,01/01/1992 0:00:00,1992
Cuba,10735775,114012593258,74.7,South/Latin America,01/01/1992 0:00:00,1992
Cyprus,800660,19186306837,76.7,Europe,01/01/1992 0:00:00,1992
Denmark,5171304,169981959562,75.4,Europe,01/01/1992 0:00:00,1992
Djibouti,627063,1548531040,60.4,Arab States,01/01/1992 0:00:00,1992
Dominica,70978,490014203,72.6,South/Latin America,01/01/1992 0:00:00,1992
Ecuador,10705670,95411033276,71.7,South/Latin America,01/01/1992 0:00:00,1992
Egypt,58922018,394198756546,66.1,Arab States,01/01/1992 0:00:00,1992
El Salvador,5392142,31161419369,68.9,South/Latin America,01/01/1992 0:00:00,1992
Equatorial Guinea,404081,563139293,48.7,Africa,01/01/1992 0:00:00,1992
Eritrea,3160617,3575976009,54.9,Africa,01/01/1992 0:00:00,1992
Estonia,1520879,15988728557,69.3,Europe,01/01/1992 0:00:00,1992
Ethiopia,51602776,26204515865,47.8,Africa,01/01/1992 0:00:00,1992
Fiji,744534,4572990800,65,Asia & Pacific,01/01/1992 0:00:00,1992
Finland,5034898,126347579361,75.7,Europe,01/01/1992 0:00:00,1992
France,57495252,1734984071393,77.6,Europe,01/01/1992 0:00:00,1992
French Guiana,125083,939046589,72.6,South/Latin America,01/01/1992 0:00:00,1992
French Polynesia,205269,4887858189,69.3,Asia & Pacific,01/01/1992 0:00:00,1992
Gabon,1004598,10434131755,60.2,Africa,01/01/1992 0:00:00,1992
Gambia,979701,1428786771,61.5,Africa,01/01/1992 0:00:00,1992
Georgia,5345624,17324419833,69.4,CIS,01/01/1992 0:00:00,1992
Germany,80075940,2572681242333,76,Europe,01/01/1992 0:00:00,1992
Ghana,15471527,30758181163,58.7,Africa,01/01/1992 0:00:00,1992
Greece,10321044,208508290676,77.1,Europe,01/01/1992 0:00:00,1992
Greenland,55854,1485075829,65.5,Europe,01/01/1992 0:00:00,1992
Grenada,97201,807430455,70.2,South/Latin America,01/01/1992 0:00:00,1992
Guadeloupe,398014,1558036425,74.4,South/Latin America,01/01/1992 0:00:00,1992
Guatemala,9619113,54860706787,63.8,South/Latin America,01/01/1992 0:00:00,1992
Guinea,6751394,6474281916,52.5,Africa,01/01/1992 0:00:00,1992
Guinea-Bissau,1104708,1641283045,51.8,Africa,01/01/1992 0:00:00,1992
Guyana,717621,2269032569,64.5,South/Latin America,01/01/1992 0:00:00,1992
Haiti,7386974,14060000843,54.9,South/Latin America,01/01/1992 0:00:00,1992
Honduras,5179557,19360329050,70.1,South/Latin America,01/01/1992 0:00:00,1992
Hungary,10364661,141212635278,69.1,Europe,01/01/1992 0:00:00,1992
Iceland,259895,7361705123,78.6,Europe,01/01/1992 0:00:00,1992
India,906461358,1664044960919,58.8,Asia & Pacific,01/01/1992 0:00:00,1992
Indonesia,187762097,916532652203,64.9,Asia & Pacific,01/01/1992 0:00:00,1992
Iraq,18468521,91589624320,65.4,Arab States,01/01/1992 0:00:00,1992
Ireland,3582342,75171892928,76.8,Europe,01/01/1992 0:00:00,1992
Israel,4806983,96645759346,76.3,Europe,01/01/1992 0:00:00,1992
Italy,57062760,1599410577351,77.3,Europe,01/01/1992 0:00:00,1992
Jamaica,2422783,21623313379,74.9,South/Latin America,01/01/1992 0:00:00,1992
Japan,123180357,3700844509491,79.3,Asia & Pacific,01/01/1992 0:00:00,1992
Jordan,3743944,28270925163,72.2,Arab States,01/01/1992 0:00:00,1992
Kazakhstan,16433379,173647487321,67.1,CIS,01/01/1992 0:00:00,1992
Kenya,25029754,45905617517,60.3,Africa,01/01/1992 0:00:00,1992
Kiribati,74773,103072242,58.4,Asia & Pacific,01/01/1992 0:00:00,1992
Kuwait,1909096,134787742864,80,Arab States,01/01/1992 0:00:00,1992
Latvia,2611306,22105574085,68.4,Europe,01/01/1992 0:00:00,1992
Lebanon,2821868,13679640942,72.2,Arab States,01/01/1992 0:00:00,1992
Lesotho,1660360,2500583680,60.4,Africa,01/01/1992 0:00:00,1992
Liberia,2028672,1002886178,51.8,Africa,01/01/1992 0:00:00,1992
Libya,4596811,111450548889,73.8,Arab States,01/01/1992 0:00:00,1992
Lithuania,3690788,45538930672,70.3,Europe,01/01/1992 0:00:00,1992
Luxembourg,391400,22766646249,75.8,Europe,01/01/1992 0:00:00,1992
Madagascar,12263899,17339316825,56.4,Africa,01/01/1992 0:00:00,1992
Malawi,9682918,5282119121,48.3,Africa,01/01/1992 0:00:00,1992
Malaysia,19204700,215380667713,72.2,Asia & Pacific,01/01/1992 0:00:00,1992
Maldives,236053,980379498,67.3,Asia & Pacific,01/01/1992 0:00:00,1992
Mali,8891141,9980528209,50.8,Africa,01/01/1992 0:00:00,1992
Malta,362492,7032021628,77.5,Europe,01/01/1992 0:00:00,1992
Marshall Islands,49382,148153165,64.9,Asia & Pacific,01/01/1992 0:00:00,1992
Martinique,362762,4149723035,75.5,South/Latin America,01/01/1992 0:00:00,1992
Mauritania,2140250,4396135403,60.4,Arab States,01/01/1992 0:00:00,1992
Mauritius,1082958,8161955704,69.7,Africa,01/01/1992 0:00:00,1992
