Country,Population,GDP,Life_expectancy,Region,Year,Year_num
Angola,4354882,12808514627,30.7,Africa,01/01/1950 0:00:00,1950
Antigua and Barbuda,46301,161518751,58,South/Latin America,01/01/1950 0:00:00,1950
Argentina,17150335,116702349321,61.6,South/Latin America,01/01/1950 0:00:00,1950
Armenia,1353506,2642683090,62.4,CIS,01/01/1950 0:00:00,1950
Aruba,38066,150797808,58.4,South/Latin America,01/01/1950 0:00:00,1950
Australia,8177344,96766286228,69,Asia & Pacific,01/01/1950 0:00:00,1950
Austria,6936445,46551750312,64.9,Europe,01/01/1950 0:00:00,1950
Azerbaijan,2895997,10368539478,57.3,CIS,01/01/1950 0:00:00,1950
Bahamas,79088,533003325,58.7,South/Latin America,01/01/1950 0:00:00,1950
Bahrain,115614,1765657004,41,Arab States,01/01/1950 0:00:00,1950
Bangladesh,37894680,33635596154,42.5,Asia & Pacific,01/01/1950 0:00:00,1950
Barbados,210995,646837701,56.5,South/Latin America,01/01/1950 0:00:00,1950
Belarus,7745003,22717078535,64.9,CIS,01/01/1950 0:00:00,1950
Belgium,8628489,83412713330,66.3,Europe,01/01/1950 0:00:00,1950
Belize,68918,134400672,54.9,South/Latin America,01/01/1950 0:00:00,1950
Benin,2255221,2827094187,33.2,Africa,01/01/1950 0:00:00,1950
Bhutan,176795,142359540,30.6,Asia & Pacific,01/01/1950 0:00:00,1950
Bolivia,3089649,8877358305,40.4,South/Latin America,01/01/1950 0:00:00,1950
Bosnia and Herzegovina,2661293,3325113784,52.5,Europe,01/01/1950 0:00:00,1950
Botswana,412533,347772665,46.7,Africa,01/01/1950 0:00:00,1950
Brazil,53974726,147179522938,50.3,South/Latin America,01/01/1950 0:00:00,1950
Bulgaria,7250999,20928496531,61.4,Europe,01/01/1950 0:00:00,1950
Burkina Faso,4284457,2455199626,30.4,Africa,01/01/1950 0:00:00,1950
Burundi,2308923,1214453036,38.1,Africa,01/01/1950 0:00:00,1950
Cambodia,4432716,4912095768,40.3,Asia & Pacific,01/01/1950 0:00:00,1950
Cameroon,4466498,6096208934,38.8,Africa,01/01/1950 0:00:00,1950
Canada,13736997,164236187415,68.3,North America,01/01/1950 0:00:00,1950
Cape Verde,178066,169189665,48.3,Africa,01/01/1950 0:00:00,1950
Chad,2502314,3009689881,37,Africa,01/01/1950 0:00:00,1950
Chile,6142899,30918649673,54.2,South/Latin America,01/01/1950 0:00:00,1950
China,544112923,350620904056,41,Asia & Pacific,01/01/1950 0:00:00,1950
Colombia,12340899,36418062992,49,South/Latin America,01/01/1950 0:00:00,1950
Comoros,156334,140676212,40.4,Arab States,01/01/1950 0:00:00,1950
Costa Rica,959489,2854810841,56.3,South/Latin America,01/01/1950 0:00:00,1950
Croatia,3850295,19101010917,60.3,Europe,01/01/1950 0:00:00,1950
Cuba,5919997,58280879878,58.2,South/Latin America,01/01/1950 0:00:00,1950
Cyprus,494014,1882740799,65.9,Europe,01/01/1950 0:00:00,1950
Denmark,4268270,48618775747,70.4,Europe,01/01/1950 0:00:00,1950
Djibouti,62001,175032223,41.2,Arab States,01/01/1950 0:00:00,1950
Ecuador,3470162,13855222056,47.8,South/Latin America,01/01/1950 0:00:00,1950
Egypt,20897237,54329834687,38.6,Arab States,01/01/1950 0:00:00,1950
El Salvador,2199897,8214982370,43.6,South/Latin America,01/01/1950 0:00:00,1950
Equatorial Guinea,225536,120005979,34.4,Africa,01/01/1950 0:00:00,1950
Eritrea,1142150,946270575,36.3,Africa,01/01/1950 0:00:00,1950
Estonia,1100998,5447918533,58.7,Europe,01/01/1950 0:00:00,1950
Ethiopia,18128034,10660706920,33,Africa,01/01/1950 0:00:00,1950
Fiji,288993,828246130,51,Asia & Pacific,01/01/1950 0:00:00,1950
Finland,4008299,28483584220,64.2,Europe,01/01/1950 0:00:00,1950
France,41879607,358597446283,66.4,Europe,01/01/1950 0:00:00,1950
French Guiana,25479,66552595,52.2,South/Latin America,01/01/1950 0:00:00,1950
French Polynesia,60268,420744354,45.6,Asia & Pacific,01/01/1950 0:00:00,1950
Gabon,473300,234500000,35.6,Africa,01/01/1950 0:00:00,1950
Gambia,271372,262819415,31.5,Africa,01/01/1950 0:00:00,1950
Georgia,3527004,8065760527,59.8,CIS,01/01/1950 0:00:00,1950
Germany,69786246,503446270623,66.9,Europe,01/01/1950 0:00:00,1950
Ghana,4980878,8721643604,41.4,Africa,01/01/1950 0:00:00,1950
Greece,7566002,26918885468,65.5,Europe,01/01/1950 0:00:00,1950
Greenland,22998,112690200,42.3,Europe,01/01/1950 0:00:00,1950
Grenada,76676,138025509,55.5,South/Latin America,01/01/1950 0:00:00,1950
Guadeloupe,209999,509500559,51.7,South/Latin America,01/01/1950 0:00:00,1950
Guatemala,3146073,10341405683,41.9,South/Latin America,01/01/1950 0:00:00,1950
Guinea,3093651,1875569522,33,Africa,01/01/1950 0:00:00,1950
Guinea-Bissau,535429,405027680,39.3,Africa,01/01/1950 0:00:00,1950
Guyana,406562,1656434093,57.4,South/Latin America,01/01/1950 0:00:00,1950
Haiti,3221277,7433409496,36.2,South/Latin America,01/01/1950 0:00:00,1950
Honduras,1487235,3844791871,41.6,South/Latin America,01/01/1950 0:00:00,1950
Hungary,9337723,57136281020,62.1,Europe,01/01/1950 0:00:00,1950
Iceland,142656,1248563837,71.1,Europe,01/01/1950 0:00:00,1950
India,376325205,312823420345,34.8,Asia & Pacific,01/01/1950 0:00:00,1950
Indonesia,69543319,106410476307,36.5,Asia & Pacific,01/01/1950 0:00:00,1950
Iraq,5719191,18812152216,34.3,Arab States,01/01/1950 0:00:00,1950
Ireland,2913093,17355063539,65.9,Europe,01/01/1950 0:00:00,1950
Israel,1257971,5324759270,64.1,Europe,01/01/1950 0:00:00,1950
Italy,46598602,264142516083,65.8,Europe,01/01/1950 0:00:00,1950
Jamaica,1402896,4367495488,57.5,South/Latin America,01/01/1950 0:00:00,1950
Japan,82199470,1634367757414,59.3,Asia & Pacific,01/01/1950 0:00:00,1950
Jordan,448861,1448314690,45.1,Arab States,01/01/1950 0:00:00,1950
Kazakhstan,6702996,40651152381,54.4,CIS,01/01/1950 0:00:00,1950
Kenya,6076757,8945760633,42.1,Africa,01/01/1950 0:00:00,1950
Kiribati,33050,46827958,42.1,Asia & Pacific,01/01/1950 0:00:00,1950
Kuwait,152250,31828866832,52.3,Arab States,01/01/1950 0:00:00,1950
Latvia,1949000,8039105592,59.8,Europe,01/01/1950 0:00:00,1950
Lebanon,1334618,7637977013,59.4,Arab States,01/01/1950 0:00:00,1950
Lesotho,733942,327905992,41.2,Africa,01/01/1950 0:00:00,1950
Liberia,930026,1367974291,33,Africa,01/01/1950 0:00:00,1950
Libya,1113382,5497961133,38.3,Arab States,01/01/1950 0:00:00,1950
Lithuania,2567402,17573033682,63.6,Europe,01/01/1950 0:00:00,1950
Luxembourg,296001,5473843822,65.2,Europe,01/01/1950 0:00:00,1950
Madagascar,4083554,7862126938,36.4,Africa,01/01/1950 0:00:00,1950
Malawi,2953871,1059666003,36.4,Africa,01/01/1950 0:00:00,1950
Malaysia,6109907,18269676505,53.7,Asia & Pacific,01/01/1950 0:00:00,1950
Maldives,73715,67779260,33.7,Asia & Pacific,01/01/1950 0:00:00,1950
Mali,4708425,3022160234,27.1,Africa,01/01/1950 0:00:00,1950
Malta,311997,832942372,65.9,Europe,01/01/1950 0:00:00,1950
Martinique,222001,668198238,54.1,South/Latin America,01/01/1950 0:00:00,1950
Mauritania,660491,707793508,37.7,Arab States,01/01/1950 0:00:00,1950
Mauritius,493254,1182582020,48,Africa,01/01/1950 0:00:00,1950
Mexico,28012558,123659062701,48.7,South/Latin America,01/01/1950 0:00:00,1950
Mongolia,780200,1114896382,42.9,Asia & Pacific,01/01/1950 0:00:00,1950
Montenegro,394738,1581203651,59.2,Europe,01/01/1950 0:00:00,1950
Morocco,8985990,22787281581,45.6,Arab States,01/01/1950 0:00:00,1950
Mozambique,6313290,2680858030,31.9,Africa,01/01/1950 0:00:00,1950
Myanmar,17527243,15333661527,33,Asia & Pacific,01/01/1950 0:00:00,1950
Namibia,485274,1915151207,40.3,Africa,01/01/1950 0:00:00,1950
Nepal,8483321,7213771633,35.3,Asia & Pacific,01/01/1950 0:00:00,1950
Netherlands,10027047,87291093054,71.4,Europe,01/01/1950 0:00:00,1950
Netherlands Antilles,112188,548339889,58.4,South/Latin America,01/01/1950 0:00:00,1950
New Caledonia,64824,607670730,49.1,Asia & Pacific,01/01/1950 0:00:00,1950
New Zealand,1908001,27843392834,69.3,Asia & Pacific,01/01/1950 0:00:00,1950
Nicaragua,1294993,4701486800,42.9,South/Latin America,01/01/1950 0:00:00,1950
Niger,2559703,2280471924,35.5,Africa,01/01/1950 0:00:00,1950
Nigeria,37859745,103215350622,34.9,Africa,01/01/1950 0:00:00,1950
Norway,3265278,36813577007,71.6,Europe,01/01/1950 0:00:00,1950
Oman,456418,1379703032,35.2,Arab States,01/01/1950 0:00:00,1950
Pakistan,37542380,44824483532,36.2,Asia & Pacific,01/01/1950 0:00:00,1950
Panama,859660,2628243243,56.1,South/Latin America,01/01/1950 0:00:00,1950
Papua New Guinea,1708192,1661238376,33.8,Asia & Pacific,01/01/1950 0:00:00,1950
Paraguay,1473245,4875935722,63.9,South/Latin America,01/01/1950 0:00:00,1950
Peru,7727735,33172659847,43.7,South/Latin America,01/01/1950 0:00:00,1950
Philippines,18580487,34453809121,55.2,Asia & Pacific,01/01/1950 0:00:00,1950
Poland,24824013,119545695849,59.1,Europe,01/01/1950 0:00:00,1950
Portugal,8416969,31940568934,58.5,Europe,01/01/1950 0:00:00,1950
Puerto Rico,2218000,11480679493,60.8,South/Latin America,01/01/1950 0:00:00,1950
Qatar,24999,199373834,53.5,Arab States,01/01/1950 0:00:00,1950
Reunion,248111,654439187,45.3,Asia & Pacific,01/01/1950 0:00:00,1950
Romania,16236292,70730649447,61.2,Europe,01/01/1950 0:00:00,1950
Rwanda,2186187,1102785203,39.8,Africa,01/01/1950 0:00:00,1950
Samoa,82102,219268110,45.7,Asia & Pacific,01/01/1950 0:00:00,1950
Sao Tome and Principe,60000,69347515,45.9,Africa,01/01/1950 0:00:00,1950
Saudi Arabia,3121336,35679526256,42,Arab States,01/01/1950 0:00:00,1950
Senegal,2476638,4210204984,34.6,Africa,01/01/1950 0:00:00,1950
Serbia,6732256,31871681694,58.4,Europe,01/01/1950 0:00:00,1950
Seychelles,36322,182041048,57.6,Africa,01/01/1950 0:00:00,1950
Sierra Leone,1944001,2398094921,31.3,Africa,01/01/1950 0:00:00,1950
Singapore,1022098,5264837874,58.2,Asia & Pacific,01/01/1950 0:00:00,1950
Slovenia,1473094,7602595683,64.4,Europe,01/01/1950 0:00:00,1950
Solomon Islands,89793,103045094,45.1,Asia & Pacific,01/01/1950 0:00:00,1950
Somalia,2264081,2293896823,33.9,Arab States,01/01/1950 0:00:00,1950
South Africa,13683162,79141373288,43.5,Africa,01/01/1950 0:00:00,1950
Spain,28069737,108774808486,61.9,Europe,01/01/1950 0:00:00,1950
Sri Lanka,8075810,14089441608,52.7,Asia & Pacific,01/01/1950 0:00:00,1950
Sudan,5733944,12136082761,44.1,Arab States,01/01/1950 0:00:00,1950
Suriname,214999,1164677192,55.1,South/Latin America,01/01/1950 0:00:00,1950
Swaziland,273000,358587520,40.8,Africa,01/01/1950 0:00:00,1950
Sweden,7009913,82160610636,71.1,Europe,01/01/1950 0:00:00,1950
Switzerland,4668088,88474633630,69,Europe,01/01/1950 0:00:00,1950
Taiwan,7837333,13444996833,54.6,Asia & Pacific,01/01/1950 0:00:00,1950
Tajikistan,1531502,4011575859,52.7,CIS,01/01/1950 0:00:00,1950
Thailand,20710356,23551489181,51,Asia & Pacific,01/01/1950 0:00:00,1950
Timor-Leste,433398,299214407,31,Asia & Pacific,01/01/1950 0:00:00,1950
Togo,1395458,1528171887,34.3,Africa,01/01/1950 0:00:00,1950
Tonga,47220,69864467,57.8,Asia & Pacific,01/01/1950 0:00:00,1950
Trinidad and Tobago,645628,2998393069,57.1,South/Latin America,01/01/1950 0:00:00,1950
Tunisia,3605310,6595289021,38.9,Arab States,01/01/1950 0:00:00,1950
Turkey,21238496,83200108809,40.9,Europe,01/01/1950 0:00:00,1950
Turkmenistan,1211000,6074975281,50.7,CIS,01/01/1950 0:00:00,1950
Uganda,5158193,4150023580,39.6,Africa,01/01/1950 0:00:00,1950
Ukraine,37297652,151410359574,62.6,CIS,01/01/1950 0:00:00,1950
United Arab Emirates,69590,505208387,41.2,Arab States,01/01/1950 0:00:00,1950
United Kingdom,50616012,522277923009,68.7,Europe,01/01/1950 0:00:00,1950
United States,157813040,2439901126446,68.1,North America,01/01/1950 0:00:00,1950
Uruguay,2238506,16376081590,65.9,South/Latin America,01/01/1950 0:00:00,1950
Uzbekistan,6945397,11023545499,55.1,CIS,01/01/1950 0:00:00,1950
Vanuatu,47695,61122979,40.5,Asia & Pacific,01/01/1950 0:00:00,1950
Venezuela,5481977,56677913336,54.3,South/Latin America,01/01/1950 0:00:00,1950
Vietnam,24809903,25835236711,51.6,Asia & Pacific,01/01/1950 0:00:00,1950
Zambia,2316950,5634403492,42.9,Africa,01/01/1950 0:00:00,1950
Zimbabwe,2746854,3413401114,48.5,Africa,01/01/1950 0:00:00,1950
South Sudan,2582929,3267479588,28.1,Africa,01/01/1950 0:00:00,1950
Afghanistan,7839426,8528850499,27.1,Asia & Pacific,01/01/1951 0:00:00,1951
Albania,1287499,2614810369,54.7,Europe,01/01/1951 0:00:00,1951
Algeria,9039913,42582325333,43,Arab States,01/01/1951 0:00:00,1951
Angola,4439705,13332072877,31.1,Africa,01/01/1951 0:00:00,1951
Antigua and Barbuda,48306,172678831,58.3,South/Latin America,01/01/1951 0:00:00,1951
Argentina,17507132,121206787392,61.9,South/Latin America,01/01/1951 0:00:00,1951
Armenia,1382982,2660424649,62.7,CIS,01/01/1951 0:00:00,1951
Aruba,38263,155293170,59,South/Latin America,01/01/1951 0:00:00,1951
Australia,8417640,100667970600,68.7,Asia & Pacific,01/01/1951 0:00:00,1951
Austria,6930348,49692481461,65.2,Europe,01/01/1951 0:00:00,1951
Azerbaijan,2965338,10472589803,57.5,CIS,01/01/1951 0:00:00,1951
Bahamas,79984,582604457,58.9,South/Latin America,01/01/1951 0:00:00,1951
Bahrain,116919,1852944032,41.5,Arab States,01/01/1951 0:00:00,1951
Bangladesh,38706927,34818073516,42.6,Asia & Pacific,01/01/1951 0:00:00,1951
Barbados,215704,694681162,56.8,South/Latin America,01/01/1951 0:00:00,1951
Belarus,7717708,22338689798,65.1,CIS,01/01/1951 0:00:00,1951
Belgium,8673691,87997351635,66.8,Europe,01/01/1951 0:00:00,1951
Belize,71243,139810767,55.1,South/Latin America,01/01/1951 0:00:00,1951
Benin,2258049,2777144749,33.5,Africa,01/01/1951 0:00:00,1951
Bhutan,181489,148943484,30.9,Asia & Pacific,01/01/1951 0:00:00,1951
Bolivia,3140342,9495130796,40.6,South/Latin America,01/01/1951 0:00:00,1951
Bosnia and Herzegovina,2709913,3487147309,53.2,Europe,01/01/1951 0:00:00,1951
Botswana,425270,365325539,46.9,Africa,01/01/1951 0:00:00,1951
Brazil,55605541,154898610841,50.6,South/Latin America,01/01/1951 0:00:00,1951
Bulgaria,7303773,25317670306,60.6,Europe,01/01/1951 0:00:00,1951
Burkina Faso,4324493,2546339456,30.6,Africa,01/01/1951 0:00:00,1951
Burundi,2359234,1286707021,38.2,Africa,01/01/1951 0:00:00,1951
Cambodia,4539656,5083877003,40.5,Asia & Pacific,01/01/1951 0:00:00,1951
Cameroon,4544218,6361753401,39.1,Africa,01/01/1951 0:00:00,1951
Canada,14099994,174573525227,68.5,North America,01/01/1951 0:00:00,1951
Cape Verde,186124,175086525,48.5,Africa,01/01/1951 0:00:00,1951
Chad,2544102,3132922514,37.3,Africa,01/01/1951 0:00:00,1951
Chile,6278346,32015710027,54.4,South/Latin America,01/01/1951 0:00:00,1951
China,558820362,395014200965,42,Asia & Pacific,01/01/1951 0:00:00,1951
Colombia,12699949,37306543873,49.7,South/Latin America,01/01/1951 0:00:00,1951
Comoros,160083,149709842,40.6,Arab States,01/01/1951 0:00:00,1951
Costa Rica,986159,2920442326,56.6,South/Latin America,01/01/1951 0:00:00,1951
Croatia,3886222,19724865014,60.6,Europe,01/01/1951 0:00:00,1951
Cuba,6051290,63324731432,58.5,South/Latin America,01/01/1951 0:00:00,1951
Cyprus,500378,1982085420,66.1,Europe,01/01/1951 0:00:00,1951
Denmark,4308324,49090917600,71,Europe,01/01/1951 0:00:00,1951
Djibouti,63309,184650391,41.5,Arab States,01/01/1951 0:00:00,1951
Ecuador,3561154,14003380142,48.1,South/Latin America,01/01/1951 0:00:00,1951
Egypt,21383393,55358613929,39.3,Arab States,01/01/1951 0:00:00,1951
El Salvador,2236577,8301932652,44.1,South/Latin America,01/01/1951 0:00:00,1951
Equatorial Guinea,230057,127132726,34.5,Africa,01/01/1951 0:00:00,1951
Eritrea,1162658,974776958,36.5,Africa,01/01/1951 0:00:00,1951
Estonia,1113247,5442801429,59.9,Europe,01/01/1951 0:00:00,1951
Ethiopia,18466918,10989333255,33.1,Africa,01/01/1951 0:00:00,1951
Fiji,296206,870129180,51.3,Asia & Pacific,01/01/1951 0:00:00,1951
Finland,4049689,30925401359,65.7,Europe,01/01/1951 0:00:00,1951
France,42071027,377218434662,66.2,Europe,01/01/1951 0:00:00,1951
French Guiana,26246,71594095,52.5,South/Latin America,01/01/1951 0:00:00,1951
French Polynesia,62083,456020327,46.5,Asia & Pacific,01/01/1951 0:00:00,1951
Gabon,475864,251627222,35.8,Africa,01/01/1951 0:00:00,1951
Gambia,272719,273081097,31.9,Africa,01/01/1951 0:00:00,1951
Georgia,3584698,8082517784,60,CIS,01/01/1951 0:00:00,1951
Germany,70111671,548293324282,67.1,Europe,01/01/1951 0:00:00,1951
Ghana,5068433,9004117561,41.7,Africa,01/01/1951 0:00:00,1951
Greece,7635277,29333394738,65.6,Europe,01/01/1951 0:00:00,1951
Greenland,23470,121962811,43.9,Europe,01/01/1951 0:00:00,1951
Grenada,76626,141091345,55.8,South/Latin America,01/01/1951 0:00:00,1951
Guadeloupe,213055,527784262,52.1,South/Latin America,01/01/1951 0:00:00,1951
Guatemala,3237922,10488026888,42.1,South/Latin America,01/01/1951 0:00:00,1951
Guinea,3141548,1987738661,33.1,Africa,01/01/1951 0:00:00,1951
Guinea-Bissau,544103,428583210,39.6,Africa,01/01/1951 0:00:00,1951
Guyana,420290,1677929145,57.5,South/Latin America,01/01/1951 0:00:00,1951
Haiti,3275368,7546061965,36.6,South/Latin America,01/01/1951 0:00:00,1951
Honduras,1524974,4035584796,41.9,South/Latin America,01/01/1951 0:00:00,1951
Hungary,9478110,63025153786,62.5,Europe,01/01/1951 0:00:00,1951
Iceland,144928,1222485353,71.1,Europe,01/01/1951 0:00:00,1951
India,382231042,320168923271,35.1,Asia & Pacific,01/01/1951 0:00:00,1951
Indonesia,70869608,114156140036,37,Asia & Pacific,01/01/1951 0:00:00,1951
Iraq,5901507,20614420678,35.1,Arab States,01/01/1951 0:00:00,1951
Ireland,2921278,17860126027,65.1,Europe,01/01/1951 0:00:00,1951
Israel,1354097,6426768140,64.4,Europe,01/01/1951 0:00:00,1951
Italy,47014137,281980007210,65.3,Europe,01/01/1951 0:00:00,1951
Jamaica,1436851,4760704548,58,South/Latin America,01/01/1951 0:00:00,1951
Japan,83794452,1722154252322,61,Asia & Pacific,01/01/1951 0:00:00,1951
Jordan,503116,1656967584,45.6,Arab States,01/01/1951 0:00:00,1951
Kazakhstan,6831158,40909282816,54.7,CIS,01/01/1951 0:00:00,1951
Kenya,6240177,10499549315,42.3,Africa,01/01/1951 0:00:00,1951
Kiribati,33627,49153328,42.2,Asia & Pacific,01/01/1951 0:00:00,1951
Kuwait,163632,35356042838,53,Arab States,01/01/1951 0:00:00,1951
Latvia,1954829,7962442266,60.5,Europe,01/01/1951 0:00:00,1951
Lebanon,1358220,6793434307,59.6,Arab States,01/01/1951 0:00:00,1951
Lesotho,744320,346241222,41.5,Africa,01/01/1951 0:00:00,1951
Liberia,943241,1435322116,33.1,Africa,01/01/1951 0:00:00,1951
Libya,1131590,6025004772,38.1,Arab States,01/01/1951 0:00:00,1951
Lithuania,2569877,17367817037,63.9,Europe,01/01/1951 0:00:00,1951
Luxembourg,297588,5114167699,65.4,Europe,01/01/1951 0:00:00,1951
Madagascar,4167827,8199991177,36.7,Africa,01/01/1951 0:00:00,1951
Malawi,3008074,1103754942,36.5,Africa,01/01/1951 0:00:00,1951
Malaysia,6261916,17292339065,54,Asia & Pacific,01/01/1951 0:00:00,1951
Maldives,74224,68645276,33.9,Asia & Pacific,01/01/1951 0:00:00,1951
Mali,4759039,3108970332,27.3,Africa,01/01/1951 0:00:00,1951
Malta,312725,842965413,66,Europe,01/01/1951 0:00:00,1951
Martinique,224418,713367776,54.5,South/Latin America,01/01/1951 0:00:00,1951
Mauritania,675594,744738820,38,Arab States,01/01/1951 0:00:00,1951
Mauritius,506431,1238699467,48.6,Africa,01/01/1951 0:00:00,1951
Mexico,28836111,132894815062,49.3,South/Latin America,01/01/1951 0:00:00,1951
Mongolia,793537,1165700015,43.1,Asia & Pacific,01/01/1951 0:00:00,1951
Montenegro,400876,1635166575,59.3,Europe,01/01/1951 0:00:00,1951
Morocco,9243680,23376385163,45.8,Arab States,01/01/1951 0:00:00,1951
Mozambique,6405068,2772752449,32.3,Africa,01/01/1951 0:00:00,1951
Myanmar,17850068,17608231175,33.8,Asia & Pacific,01/01/1951 0:00:00,1951
Namibia,494611,1966434924,40.7,Africa,01/01/1951 0:00:00,1951
Nepal,8657577,7470062157,35.5,Asia & Pacific,01/01/1951 0:00:00,1951
Netherlands,10148714,89436323057,71.5,Europe,01/01/1951 0:00:00,1951
Netherlands Antilles,113954,580176596,59,South/Latin America,01/01/1951 0:00:00,1951
New Caledonia,64281,636021704,49.5,Asia & Pacific,01/01/1951 0:00:00,1951
New Zealand,1947802,25727141460,69.2,Asia & Pacific,01/01/1951 0:00:00,1951
Nicaragua,1331740,5007860318,43.4,South/Latin America,01/01/1951 0:00:00,1951
Niger,2637582,2397056908,35.6,Africa,01/01/1951 0:00:00,1951
Nigeria,38431323,108994188219,35.2,Africa,01/01/1951 0:00:00,1951
Norway,3300422,38925532216,72.6,Europe,01/01/1951 0:00:00,1951
Oman,462257,1461331225,35.7,Arab States,01/01/1951 0:00:00,1951
Pakistan,37976075,43033717376,36.9,Asia & Pacific,01/01/1951 0:00:00,1951
Panama,881346,2601894230,56.4,South/Latin America,01/01/1951 0:00:00,1951
Papua New Guinea,1729254,1706154461,34,Asia & Pacific,01/01/1951 0:00:00,1951
Paraguay,1511764,4967041164,64,South/Latin America,01/01/1951 0:00:00,1951
Peru,7924206,35732176061,44,South/Latin America,01/01/1951 0:00:00,1951
Philippines,19246611,38367138763,55.4,Asia & Pacific,01/01/1951 0:00:00,1951
Poland,25264029,125405247320,59.7,Europe,01/01/1951 0:00:00,1951
Portugal,8431207,33244067183,58.7,Europe,01/01/1951 0:00:00,1951
Puerto Rico,2209692,11768089529,61.6,South/Latin America,01/01/1951 0:00:00,1951
Qatar,27475,250956646,53.9,Arab States,01/01/1951 0:00:00,1951
Reunion,259293,702581074,46,Asia & Pacific,01/01/1951 0:00:00,1951
Romania,16512672,76512232416,61.1,Europe,01/01/1951 0:00:00,1951
Rwanda,2250675,1174658554,40,Africa,01/01/1951 0:00:00,1951
Samoa,84439,227558650,46.1,Asia & Pacific,01/01/1951 0:00:00,1951
Sao Tome and Principe,59203,68149406,46.1,Africa,01/01/1951 0:00:00,1951
Saudi Arabia,3198551,38859885474,42.3,Arab States,01/01/1951 0:00:00,1951
Senegal,2529699,4369998915,34.9,Africa,01/01/1951 0:00:00,1951
Serbia,6853289,33219418822,58.6,Europe,01/01/1951 0:00:00,1951
Seychelles,36883,195182544,57.5,Africa,01/01/1951 0:00:00,1951
Sierra Leone,1962818,2534761510,31.7,Africa,01/01/1951 0:00:00,1951
Singapore,1067964,5187189873,58.6,Asia & Pacific,01/01/1951 0:00:00,1951
Slovenia,1481637,7863647970,64.7,Europe,01/01/1951 0:00:00,1951
Solomon Islands,91808,106083984,45.4,Asia & Pacific,01/01/1951 0:00:00,1951
Somalia,2307576,2435005835,34.1,Arab States,01/01/1951 0:00:00,1951
South Africa,13993888,82726700118,43.9,Africa,01/01/1951 0:00:00,1951
Spain,28237323,119294433854,61.5,Europe,01/01/1951 0:00:00,1951
Sri Lanka,8201505,14756849303,53.2,Asia & Pacific,01/01/1951 0:00:00,1951
Sudan,5883670,12633900613,44.4,Arab States,01/01/1951 0:00:00,1951
Suriname,222679,1232796808,55.5,South/Latin America,01/01/1951 0:00:00,1951
Swaziland,278952,378668374,41,Africa,01/01/1951 0:00:00,1951
Sweden,7072080,82188434916,71.3,Europe,01/01/1951 0:00:00,1951
Switzerland,4726283,95709505993,68.7,Europe,01/01/1951 0:00:00,1951
Taiwan,8260667,14442794587,55.1,Asia & Pacific,01/01/1951 0:00:00,1951
Tajikistan,1576454,4075761605,52.9,CIS,01/01/1951 0:00:00,1951
Thailand,21263203,25113367569,51.1,Asia & Pacific,01/01/1951 0:00:00,1951
Timor-Leste,438192,303206319,31.4,Asia & Pacific,01/01/1951 0:00:00,1951
Togo,1425482,1588271189,34.7,Africa,01/01/1951 0:00:00,1951
Tonga,49311,73852208,58,Asia & Pacific,01/01/1951 0:00:00,1951
Trinidad and Tobago,658830,3236001891,57.4,South/Latin America,01/01/1951 0:00:00,1951
Tunisia,3696457,6669297016,39,Arab States,01/01/1951 0:00:00,1951
Turkey,21806355,93838586547,41.2,Europe,01/01/1951 0:00:00,1951
Turkmenistan,1228378,6084936297,50.9,CIS,01/01/1951 0:00:00,1951
Uganda,5308673,3990872611,39.9,Africa,01/01/1951 0:00:00,1951
Ukraine,37815815,151717852164,62.2,CIS,01/01/1951 0:00:00,1951
United Arab Emirates,67972,506228505,41.8,Arab States,01/01/1951 0:00:00,1951
United Kingdom,50620538,536578986399,68.3,Europe,01/01/1951 0:00:00,1951
United States,159880756,2617714792713,68.2,North America,01/01/1951 0:00:00,1951
Uruguay,2261342,17590691288,66,South/Latin America,01/01/1951 0:00:00,1951
Uzbekistan,7104056,11107432673,55.3,CIS,01/01/1951 0:00:00,1951
Vanuatu,48919,63440873,40.8,Asia & Pacific,01/01/1951 0:00:00,1951
Venezuela,5735168,59956066699,54.6,South/Latin America,01/01/1951 0:00:00,1951
Vietnam,25364453,27072919874,52,Asia & Pacific,01/01/1951 0:00:00,1951
Zambia,2376075,6002890090,43.2,Africa,01/01/1951 0:00:00,1951
Zimbabwe,2830449,3621769175,48.8,Africa,01/01/1951 0:00:00,1951
South Sudan,2601308,3401512048,28.6,Africa,01/01/1951 0:00:00,1951
Afghanistan,7934798,8806560146,27.7,Asia & Pacific,01/01/1952 0:00:00,1952
Albania,1316086,2680954993,55.2,Europe,01/01/1952 0:00:00,1952
Algeria,9216395,44408071651,43.5,Arab States,01/01/1952 0:00:00,1952
Angola,4529381,13890502520,31.6,Africa,01/01/1952 0:00:00,1952
Antigua and Barbuda,49887,182732772,58.8,South/Latin America,01/01/1952 0:00:00,1952
Argentina,17866097,114927721514,62.5,South/Latin America,01/01/1952 0:00:00,1952
Armenia,1419913,2852384528,63.1,CIS,01/01/1952 0:00:00,1952
Aruba,38965,162022270,60,South/Latin America,01/01/1952 0:00:00,1952
Australia,8627052,101909158349,69.1,Asia & Pacific,01/01/1952 0:00:00,1952
Austria,6929289,49781903600,66.8,Europe,01/01/1952 0:00:00,1952
Azerbaijan,3045429,11244926098,57.9,CIS,01/01/1952 0:00:00,1952
